Date,Open,High,Low,Close,Adj Close,Volume
2020-03-02,34.619999,35.970001,34.279999,35.959999,35.724281,13131000
2020-03-03,35.730000,37.419998,35.660000,36.720001,36.479301,18838700
2020-03-04,37.320000,38.540001,37.139999,38.490002,38.237698,13445400
2020-03-05,37.480000,38.220001,37.070000,37.220001,36.976021,11816600
2020-03-06,35.709999,36.790001,35.590000,36.389999,36.151459,12849800
2020-03-09,34.020000,36.130001,33.639999,35.520000,35.287163,15594000
2020-03-10,36.490002,36.610001,35.000000,36.040001,35.803757,15419000
2020-03-11,35.150002,35.740002,34.360001,34.830002,34.601692,13056300
2020-03-12,32.740002,35.040001,32.509998,33.029999,32.813488,17224800
2020-03-13,34.549999,34.810001,32.990002,33.990002,33.767197,20972000
2020-03-16,30.879999,33.349998,30.580000,32.240002,32.028667,17099700
2020-03-17,32.759998,33.939999,32.320000,33.279999,33.061848,14020000
2020-03-18,31.620001,32.849998,30.200001,31.299999,31.094828,20304800
2020-03-19,31.469999,31.490000,29.450001,29.600000,29.405972,19461400
2020-03-20,29.500000,30.200001,27.209999,27.580000,27.399212,24947000
2020-03-23,27.250000,27.639999,26.020000,26.340000,26.167341,18502800
2020-03-24,27.370001,27.879999,26.240000,27.670000,27.488623,24055000
2020-03-25,27.660000,29.480000,27.120001,28.370001,28.184036,18485800
2020-03-26,28.480000,30.270000,28.480000,30.160000,29.962301,14333700
2020-03-27,29.530001,30.870001,29.379999,30.180000,29.982170,14183000
2020-03-30,30.620001,31.540001,30.020000,31.190001,30.985548,14952000
2020-03-31,31.030001,31.180000,29.940001,30.059999,29.862955,15868300
2020-04-01,29.340000,29.750000,28.480000,28.780001,28.591347,14341500
2020-04-02,28.320000,29.410000,28.299999,29.190001,28.998659,12007100
2020-04-03,29.150000,29.670000,28.799999,29.410000,29.217216,10869100
2020-04-06,30.670000,31.320000,30.280001,31.180000,30.975615,14731900
2020-04-07,32.080002,32.220001,31.559999,31.620001,31.412731,10602000
2020-04-08,31.850000,33.080002,31.799999,33.009998,32.793617,12044500
2020-04-09,33.400002,34.099998,33.369999,33.830002,33.608246,13558300
2020-04-13,34.290001,35.080002,33.959999,34.759998,34.532146,13792100
2020-04-14,35.450001,35.980000,35.270000,35.740002,35.505726,14582700
2020-04-15,35.310001,36.410000,35.080002,36.189999,35.952770,10651500
2020-04-16,36.529999,37.369999,36.290001,37.220001,36.976021,11205800
2020-04-17,37.450001,37.639999,36.990002,37.459999,37.214447,15513600
2020-04-20,37.470001,38.320000,37.279999,37.639999,37.393269,12664000
2020-04-21,37.509998,38.230000,37.310001,37.610001,37.363468,12259600
2020-04-22,38.150002,38.480000,37.919998,38.250000,37.999271,9823600
2020-04-23,38.459999,38.840000,37.660000,37.910000,37.661499,15275800
2020-04-24,38.849998,39.529999,38.270000,39.349998,39.092060,16896100
2020-04-27,40.040001,40.360001,39.560001,39.630001,39.370224,11090200
2020-04-28,39.590000,39.900002,38.910000,39.080002,38.823833,16170400
2020-04-29,39.450001,39.750000,38.840000,39.029999,38.774155,17989600
2020-04-30,37.630001,39.959999,37.549999,39.830002,39.568913,18275900
2020-05-01,38.779999,39.470001,38.340000,39.250000,38.992714,13894700
2020-05-04,39.279999,39.869999,39.060001,39.830002,39.568913,10219900
2020-05-05,39.919998,40.759998,39.770000,40.320000,40.055702,12414200
2020-05-06,40.639999,41.090000,40.189999,40.950001,40.681572,11026000
2020-05-07,41.270000,41.610001,41.060001,41.369999,41.098816,12588900
2020-05-08,41.700001,42.439999,41.700001,42.150002,41.873707,8946000
2020-05-11,41.880001,42.430000,41.599998,42.130001,41.853836,13731700
2020-05-12,42.240002,42.860001,41.779999,42.000000,41.724689,9548400
2020-05-13,41.779999,42.380001,41.049999,41.580002,41.307446,11041700
2020-05-14,41.310001,42.090000,40.810001,42.040001,41.764431,11165100
2020-05-15,41.459999,42.470001,41.380001,42.110001,41.833969,13183200
2020-05-18,42.599998,42.900002,42.330002,42.500000,42.221409,8882200
2020-05-19,42.459999,43.180000,42.389999,42.400002,42.122066,13600300
2020-05-20,43.000000,43.340000,42.439999,42.709999,42.430035,9282500
