Date,Open,High,Low,Close,Adj Close,Volume
2020-03-02,13.960000,14.000000,11.490000,12.020000,12.020000,14261700
2020-03-03,10.560000,11.110000,9.920000,10.780000,10.780000,9957300
2020-03-04,10.120000,12.350000,10.100000,11.320000,11.320000,10977400
2020-03-05,11.850000,13.400000,11.710000,12.870000,12.870000,14057100
2020-03-06,13.830000,14.250000,11.580000,12.480000,12.480000,13250800
2020-03-09,12.510000,13.000000,9.600000,10.020000,10.020000,8328800
2020-03-10,12.470000,12.480000,10.350000,10.650000,10.650000,12365400
2020-03-11,10.510000,10.800000,9.320000,10.510000,10.510000,9052100
2020-03-12,9.510000,10.470000,9.150000,9.290000,9.290000,5488400
2020-03-13,9.500000,9.730000,7.520000,8.410000,8.410000,6115400
2020-03-16,7.770000,8.140000,6.770000,6.910000,6.910000,4779400
2020-03-17,8.000000,10.190000,7.850000,9.500000,9.500000,11624000
2020-03-18,8.850000,11.480000,8.800000,10.650000,10.650000,11034100
2020-03-19,10.980000,13.200000,10.800000,11.580000,11.580000,11901400
2020-03-20,11.800000,11.900000,9.560000,10.350000,10.350000,5726000
2020-03-23,10.710000,11.170000,10.030000,10.760000,10.760000,3064600
2020-03-24,14.350000,14.930000,12.180000,12.770000,12.770000,18556500
2020-03-25,13.010000,13.130000,11.400000,11.750000,11.750000,6975400
2020-03-26,12.100000,13.000000,11.910000,12.740000,12.740000,5283600
2020-03-27,12.650000,13.450000,12.150000,13.050000,13.050000,8245600
2020-03-30,13.340000,14.470000,12.870000,14.300000,14.300000,6502600
2020-03-31,13.930000,14.360000,13.250000,13.580000,13.580000,6296200
2020-04-01,14.180000,14.880000,13.730000,14.030000,14.030000,5953000
2020-04-02,13.650000,13.990000,13.210000,13.860000,13.860000,3110300
2020-04-03,13.740000,15.690000,13.600000,15.610000,15.610000,9144800
2020-04-06,15.600000,16.590000,15.060000,16.100000,16.100000,5415800
2020-04-07,15.790000,16.000000,14.380000,14.900000,14.900000,4703000
2020-04-08,17.150000,18.250000,16.299999,17.180000,17.180000,13825700
2020-04-09,17.450001,17.850000,16.809999,17.049999,17.049999,4766100
2020-04-13,17.850000,17.889999,17.049999,17.639999,17.639999,4114700
2020-04-14,17.850000,18.120001,17.209999,18.000000,18.000000,3936500
2020-04-15,17.549999,17.940001,17.110001,17.530001,17.530001,3455100
2020-04-16,17.600000,18.490000,17.570000,18.100000,18.100000,4188800
2020-04-17,18.100000,19.799999,17.730000,19.080000,19.080000,7478600
2020-04-20,19.100000,26.340000,18.950001,23.799999,23.799999,27006300
2020-04-21,24.040001,26.100000,19.180000,21.530001,21.530001,15517500
